,company
6054,Castellum AB
6055,Anhui Expressway Co Ltd
6056,Inner Mongolia MengDian HuaNeng Thermal Power Corp Ltd
6057,Providence Service Corp
6058,Yixintang Pharmaceutical Group Co Ltd
6059,China Resources Double-Crane Pharmaceutical Co Ltd
6060,Standard Foods Corp
6061,CNO Financial Group Inc
6062,Babcock & Brown Ltd
6063,Jones Group Inc
6064,First Bancshares Inc (Mississippi)
6065,Sigmaroc PLC
6066,Yanlord Land Group Ltd
6067,Willscot Mobile Mini Holdings Corp
6068,Afya Ltd
6069,Provident Bancorp Inc (Maryland)
6070,Autoliv Inc
6071,AIMS APAC REIT
6072,Tonghua Dongbao Pharmaceutical Co Ltd
6073,Dime Community Bancshares Inc
6074,Eezy Plc
6075,Countrywide Financial Corp (Pre-Merger)
6076,Banca Monte dei Paschi di Siena SpA
6077,COSCO SHIPPING Holdings Co Ltd
6078,UBS Group AG
6079,Barrick Gold (Holdings) Ltd
6080,Lookers PLC
6081,Samsung Electro-Mechanics Co Ltd
6082,KMG Chemicals Inc
6083,Shanghai Zhangjiang Hi-Tech Park Development Co Ltd
6084,Torrent Pharmaceuticals Ltd
6085,Moskovskiy Kreditnyi Bank PAO
6086,Vanguard International Semiconductor Corp
6087,IDEAYA Biosciences Inc
6088,Aircastle Ltd
6089,Eurocommercial Properties NV
6090,Inner Mongolia BaoTou Steel Union Co Ltd
6091,Falcon Minerals Corp
6092,KKR Real Estate Finance Trust Inc
6093,Momentum Metropolitan Holdings Ltd
6094,Quaker Chemical Corp
6095,Shenzhen MTC Co Ltd
6096,Harvey Norman Holdings Ltd
6097,PGT Innovations Inc
6098,Pinnacle Investment Management Group Ltd
6099,VEON Ltd
6100,IHI Corp
6101,Union Andina de Cementos SAA
6102,Fairmount Santrol Holdings Inc
6103,Liaoning Cheng Da Co Ltd
6104,Round One Corp
6105,Via Varejo SA
6106,KCC Corp
6107,United Bankshares Inc
6108,Innospec Inc
6109,Zogenix Inc
6110,Cadiz Inc
6111,Powszechny Zaklad Ubezpieczen SA
6112,Mphasis Ltd
6113,Mapletree Industrial Trust
6114,RLX Technology Inc
6115,Peabody Energy Australia PCI Pty Ltd
6116,Biohaven Pharmaceutical Holding Company Ltd
6117,Telefonica SA
6118,Aboitiz Equity Ventures Inc
6119,Mirabela Nickel Ltd
6120,Aptargroup Inc
6121,Wellstream Holdings Ltd
6122,Sumo Logic Inc
6123,Holdsport Ltd
6124,Gillette Co
6125,Adyen NV
6126,Banca Popolare di Milano Scarl
6127,Lingyi iTech Guangdong Co
6128,SSL International PLC
6129,Provident Energy Ltd
6130,Acroud AB
6131,TMX Group Ltd
6132,Porsche Automobil Holding SE
6133,Gigamon Inc
6134,Hefei Meyer Optoelectronic Technology Inc
6135,Bob Evans Farms Inc
6136,Canoo Inc
6137,Unimicron Technology Corp
6138,GMexico Transportes SAB de CV
6139,Howard Hughes Corp
6140,Kossan Rubber Industries Bhd
6141,KEMET Corp
6142,EyePoint Pharmaceuticals Inc
6143,Hermes International SCA
6144,Weis Markets Inc
6145,Box Inc
6146,PGS ASA
6147,Stabilus SA
6148,Woodward Inc
6149,Sichuan Swellfun Co Ltd
6150,Coway Co Ltd
6151,Umicore SA
6152,China Avionics Systems Co Ltd
6153,H Lundbeck A/S
6154,Eletropaulo Metropolitana Eletricidade de Sao Paulo SA
6155,Makita Corp
6156,Celsia SA ESP
6157,SilverBow Resources Inc
6158,Lihir Gold Ltd
6159,Obic Co Ltd
6160,Freightways Ltd
6161,Zoom Video Communications Inc
6162,Flughafen Wien AG
6163,Zeon Corp
6164,National Bank of Greece SA
6165,Safehold Inc
6166,bet-at-home.com AG
6167,Gibson Energy Inc
6168,Sotheby's
6169,Marui Group Co Ltd
6170,CRRC Corp Ltd
6171,Zardoya Otis SA
6172,Heidelberger Druckmaschinen AG
6173,Fifth Third Bancorp
6174,Iberia Lineas Aereas de Espana SA
6175,SafeCharge International Group Ltd
6176,Caverion Oyj
6177,MRF Ltd
6178,Lightstream Resources Ltd
6179,Gerdau SA
6180,Kimberly-Clark Corp
6181,Shaftesbury PLC
6182,Fairfax Media Ltd
6183,Dios Fastigheter AB
6184,Bridgestone Corp
6185,Longvie SA
6186,China Molybdenum Co Ltd
6187,Swiss Life Holding AG
6188,Reunert Ltd
6189,Pyxus International Inc
6190,Domtar Corp
6191,Oppenheimer Holdings Inc
6192,RBS Holdings NV
6193,North American Palladium Ltd
6194,Guaranty Trust Bank PLC
6195,Tohoku Electric Power Co Inc
6196,Energy Fuels Inc
6197,Zhejiang Expressway Co Ltd
6198,Convergys Corp
6199,Hudson's Bay Co
6200,Old Dominion Freight Line Inc
6201,Singapore Exchange Ltd
6202,Human Genome Sciences Inc
6203,Multi-Color Corp
6204,Singapore Post Ltd
6205,Aeroporto Guglielmo Marconi di Bologna SpA
6206,Huadian Power International Corp Ltd
6207,Tripadvisor Inc
6208,AGCO Corp
6209,MTR Corp Ltd
6210,Beijing Kingsoft Office Software Inc
6211,Cullen/Frost Bankers Inc
6212,SRH NV
6213,Columbia Pipeline Group Inc
6214,GS Yuasa Corp
6215,Natus Medical Inc
6216,CGI IT konsulter AB
6217,Huber+Suhner AG
6218,Bank of Yokohama Ltd
6219,OHB SE
6220,Huadong Medicine Co Ltd
6221,Unibail-Rodamco-Westfield SE
6222,Emaar Malls PJSC
6223,Autodesk Inc
6224,SYNNEX Corp
6225,LXi REIT PLC
6226,Cairn Energy PLC
6227,Fleetmatics Group Ltd
6228,JPMorgan Japanese Investment Trust PLC
6229,Kingsway Financial Services Inc
6230,Acme United Corp
6231,Littelfuse Inc
6232,IGO Ltd
6233,Coastal Financial Corp (EVERETT)
6234,Platinum Asset Management Ltd
6235,Hytera Communications Corp Ltd
6236,Bank of Beijing Co Ltd
6237,China International Marine Containers Group Co Ltd
6238,Strongbridge Biopharma plc
6239,Symetra Financial Corp
6240,Arbuthnot Banking Group PLC
6241,Storebrand ASA
6242,Hypo Real Estate Holding GmbH
6243,Telmex Internacional SA de CV
6244,Frequency Therapeutics Inc
6245,DWS Group GmbH & Co KgaA
6246,Chefs' Warehouse Inc
6247,Restaurant Brands New Zealand Ltd
6248,Italcementi Fabbriche Riunite Cemento SpA Bergamo
6249,Duluth Holdings Inc
6250,Oshkosh Corp
6251,LSL Property Services PLC
6252,N Brown Group PLC
6253,Clear Channel Outdoor Holdings Inc
6254,Envestnet Inc
6255,Harmony Gold Mining Company Ltd
6256,Clean TeQ Holdings Ltd
6257,Consolidated Media Holdings Pty Ltd
6258,Saputo Inc
6259,Raffles Medical Group Ltd
6260,LeMaitre Vascular Inc
6261,Watches of Switzerland Group PLC
6262,Samba Financial Group SJSC
6263,Dassault Aviation SA
6264,Satyam Computer Services Ltd
6265,Grupo de Inversiones Suramericana SA
6266,Jollibee Foods Corp
6267,Dairy Crest Group Ltd
6268,Odonate Therapeutics Inc
6269,WPG Holdings Ltd
6270,Sdiptech AB (publ)
6271,New Oriental Education & Technology Group Inc
6272,JSE Ltd
6273,Sivers Semiconductors AB
6274,Globalstar Inc
6275,Express Scripts Holding Co
6276,Babcock & Wilcox Enterprises Inc
6277,Smithfield Foods Inc
6278,Otsuka Holdings Co Ltd
6279,Tokmanni Group Corp
6280,Ercros SA
6281,Damac Properties Dubai PJSC Co
6282,Kone Oyj
6283,Sirius Real Estate Ltd
6284,Tianneng Power International Ltd
6285,Gold Fields Ltd
6286,McKesson Europe AG
6287,Independent Bank Corp (Massachusetts)
6288,Xinhu Zhongbao Co Ltd
6289,Investment Oresund AB
6290,McBride PLC
6291,Samsung Securities Co Ltd
6292,Citigroup Inc
6293,Stereotaxis Inc
6294,Hankook Technology Group Co Ltd
6295,Suzhou Gold Mantis Construction Decoration Co Ltd
6296,Barnes & Noble Inc
6297,Sandisk LLC
6298,EQT RE Merger Sub Inc
6299,Sunny Optical Technology Group Co Ltd
6300,Kemper Corp
6301,Westgold Resources Ltd
6302,First Connecticut Bancorp Inc
6303,Coloplast A/S
6304,Avingtrans PLC
6305,Piramal Enterprises Ltd
6306,NCC Group PLC
6307,Anima Holding SpA
6308,Daily Mail and General Trust P L C
6309,Glenmark Pharmaceuticals Ltd
6310,Grasim Industries Ltd
6311,Adaptive Biotechnologies Corp
6312,Sok Marketler Ticaret AS
6313,Kimball Electronics Inc
6314,Colossus Minerals Inc
6315,Blancco Technology Group PLC
6316,Wachovia Corp
6317,Kungsleden AB
6318,Universal Health Realty Income Trust
6319,Phibro Animal Health Corp
6320,Healius Ltd
6321,Wayfair Inc
6322,Fletcher Building Ltd
6323,RBC Bearings Inc
6324,CEB Inc
6325,Telemar Norte Leste SA em Recuperacao Judicial
6326,Koenig & Bauer AG
6327,Aprr SA
6328,La Francaise des Jeux SA
6329,Amplify Energy Corp
6330,Precigen Inc
6331,Highfield Resources Ltd
6332,Comstock Resources Inc
6333,Nippon Shokubai Co Ltd
6334,Impinj Inc
6335,BW LPG Ltd
6336,Spirit of Texas Bancshares Inc
6337,DSHE Holdings Ltd
6338,CSK Corp
6339,Mobile Telecommunications Company KSCP
6340,WM Wrigley Jr Co
6341,Celestica Inc
6342,First Financial Northwest Inc
6343,Toromont Industries Ltd
6344,BMO Commercial Property Trust Ltd
6345,Steinhoff International Holdings NV
6346,Cicor Technologies Ltd
6347,Hapvida Participacoes e Investimentos SA
6348,Sulzer AG
6349,Bechtle AG
6350,Richards Packaging Income Fund
6351,Kumho Petro Chemical Co Ltd
6352,Canyon Services Group Inc
6353,Grafton Group PLC
6354,Constellation Software Inc
6355,Dover Corp
6356,Brookfield Property REIT Inc
6357,Tribune Media Co
6358,Tokyu Corp
6359,Lotte Corp
6360,Semapa Sociedade de Investimento e Gestao SGPS SA
6361,J.Front Retailing Co Ltd
6362,Meridian Bancorp Inc (MARYLAND)
6363,Helmerich and Payne Inc
6364,Bandhan Bank Ltd
6365,Mission Produce Inc
6366,GVC Holdings PLC
6367,Johnson & Johnson
6368,Kirkland's Inc
6369,Showa Denko Materials Co Ltd
6370,Sinochem International Corp
6371,Wendel SE
6372,Teligent Inc (NEW JERSEY)
6373,Boralex Inc
6374,China Mengniu Dairy Co Ltd
6375,Wuxi Lead Intelligent Equipment Co Ltd
6376,Fomento Economico Mexicano SAB de CV
6377,Sykes Enterprises Inc
6378,SmartFinancial Inc
6379,Laboratorios Farmaceuticos ROVI SA
6380,Fisher Scientific International LLC
6381,TimkenSteel Corp
6382,Terns Pharmaceuticals Inc
6383,Dupont Nutrition Biosciences ApS
6384,Shun Tak Holdings Ltd
6385,Donegal Group Inc
6386,Photronics Inc
6387,Blossomvale Holdings Ltd
6388,Haitian International Holdings Ltd
6389,Oceanwide Holdings Co Ltd
6390,Miquel y Costas & Miquel SA
6391,Nichicon Corp
6392,DOWA Holdings Co Ltd
6393,Telephone and Data Systems Inc
6394,Veoneer Inc
6395,Lassonde Industries Inc
6396,Getty Images Inc
6397,Greenlane Holdings Inc
6398,Lumentum Optics Inc
6399,Gabriel Resources Ltd
6400,Tianjin Zhonghuan Semiconductor Ltd
6401,Kingstone Companies Inc
6402,Seazen Group Ltd
6403,Kingboard Laminates Holdings Ltd
6404,Novozymes A/S
6405,Triumph Bancorp Inc
6406,Yingde Gases Group Co Ltd
6407,Nearmap Ltd
6408,Beyond Meat Inc
6409,Standard Bank Group Ltd
6410,IBERIABANK Corp
6411,Brixton Ltd
6412,CNB Financial Corp
6413,GoldMining Inc
6414,Employers Holdings Inc
6415,UltraTech Cement Ltd
6416,Prestige Consumer Healthcare Inc
6417,Malaysia Airports Holdings Bhd
6418,Powercell Sweden AB (publ)
6419,Wiwynn Corp
6420,Orkla ASA
6421,ChampionX Corp
6422,Telstra Corporation Ltd
6423,Svenska Handelsbanken AB
6424,Logan Group Co Ltd
6425,Bavarian Nordic A/S
6426,Cramo Oyj
6427,Akron PAO
6428,Okta Inc
6429,Jiangsu Yuyue Medical Equipment & Supply Co Ltd
6430,ABIOMED Inc
6431,Masimo Corp
6432,Ambu A/S
6433,Plumas Bancorp
6434,Localiza Rent a Car SA
6435,Ollie's Bargain Outlet Holdings Inc
6436,Carparts.Com Inc
6437,PrimeWest Energy Trust
6438,ILG LLC
6439,Lonza Group AG
6440,NortonLifeLock Inc
6441,Hoist Finance AB (publ)
6442,DCM Holdings Co Ltd
6443,Grupo Elektra SAB de CV
6444,Alibaba Health Information Technology Ltd
6445,Synthes Inc
6446,Triple-S Management Corp
6447,Rafael Holdings Inc
6448,PTC Therapeutics Inc
6449,Ocean Yield ASA
6450,Vale SA
6451,LifeLock Inc
6452,China Jushi Co Ltd
6453,technotrans SE
6454,Poundland Group Ltd
6455,Shenzhen Kaifa Technology Co Ltd
6456,Cleanaway Industries Pty Ltd
6457,StarHub Ltd
6458,Headlam Group PLC
6459,Telecom Argentina SA
6460,Broadspectrum Pty Ltd
6461,El Paso Electric Co
6462,Freni Brembo SpA
6463,Gulfport Energy Operating Corp
6464,Carnival Corp
6465,Kimberly-Clark de Mexico SAB de CV
6466,CLP Holdings Ltd
6467,Grupo Aeroportuario del Sureste SAB de CV
6468,Jtc PLC
6469,Jiugui Liquor Co Ltd
6470,Blackline Inc
6471,Tokai Carbon Co Ltd
6472,NOW Inc
6473,Adobe Inc
6474,Paradigm Biopharmaceuticals Ltd
6475,Prevail Therapeutics Inc
6476,Gaia Inc
6477,Tupy SA
6478,Camurus AB
6479,HCL Technologies Ltd
6480,BCPG PCL
6481,MSG Networks Inc
6482,Catamaran Corp
6483,Beijing Shiji Information Technology Co Ltd
6484,Permanent TSB Group Holdings PLC
6485,Purple Innovation Inc
6486,Clover Industries Ltd
6487,ConvergeOne Holdings Inc
6488,Crown Resorts Ltd
6489,Xinxing Ductile Iron Pipes Co Ltd
6490,Nielsen Co BV
6491,FirstGroup PLC
6492,Codexis Inc
6493,International Bancshares Corp
6494,MicroStrategy Inc
6495,Marimekko Oyj
6496,Toyota Industries Corp
6497,Nestle (Malaysia) Bhd
6498,Adcorp Holdings Ltd
6499,Cogna Educacao SA
6500,Abbott Laboratories
6501,Bank Of Princeton
6502,Rallye SA
6503,PAVmed Inc
6504,Phreesia Inc
6505,Navitas Pty Ltd
6506,Lojas Americanas SA
6507,Forus SA
6508,Western Areas Ltd
6509,Ply Gem Holdings Inc
6510,Osram Licht AG
6511,Enghouse Systems Ltd
6512,Varian Semiconductor Equipment Associates Inc
6513,Magyar Telekom Tavkozlesi Nyrt
6514,Yamazaki Baking Co Ltd
6515,Kabel Deutschland Holding AG
6516,Compania Sud Americana de Vapores SA
6517,Cyber Security 1 AB
6518,Ningbo Zhoushan Port Co Ltd
6519,Kudelski SA
6520,Jtekt Corp
6521,FNX Mining Company Inc
6522,Antero Midstream Corp
6523,Bank Hapoalim BM
6524,Abeona Therapeutics Inc
6525,Banco BPM SpA
6526,Ucloudlink Group Inc
6527,Aimia Inc
6528,Commscope Technologies LLC
6529,Snap Inc
6530,EML Payments Ltd
6531,Resolute Mining Ltd
6532,Sioen Industries NV
6533,Hitachi Ltd
6534,Accrol Group Holdings PLC
6535,Kronos Worldwide Inc
6536,Shawbrook Group PLC
6537,ERICSSON TELEVISION AS
6538,United Spirits Ltd
6539,Colfax Corp
6540,AcuityAds Holdings Inc
6541,Kinetic Concepts Inc
6542,Fairfax Financial Holdings Ltd
6543,Arconic Corp (PITTSBURGH)
6544,Xero Ltd
6545,Lubrizol Corp
6546,Fingerprint Cards AB
6547,Opus Bank
6548,Cortexyme Inc
6549,Yunnan Baiyao Group Co Ltd
6550,Perenti Global Ltd
6551,Sberbank Rossii PAO
6552,Getlink SE
6553,EZCORP Inc
6554,TechTarget Inc
6555,Welltower Inc
6556,Graham Corp
6557,Thyssenkrupp AG
6558,e.l.f. Beauty Inc
6559,Eregli Demir ve Celik Fabrikalari TAS
6560,China National Nuclear Power Co Ltd
6561,Neo Performance Materials ULC
6562,Yunipro PAO
6563,DDM Holding AG
6564,Albaraka Turk Katilim Bankasi AS
6565,Flowserve Corp
6566,Michael Hill International Ltd
6567,WebMD Health Corp
6568,Bulgari SpA
6569,General Dynamics Corp
6570,Zueblin Immobilien Holding AG
6571,Hamamatsu Photonics KK
6572,Indo Tambangraya Megah Tbk PT
6573,Fujifilm Holdings Corp
6574,Akoustis Technologies Inc
6575,Power Financial Corp
6576,Sumitomo Mitsui Trust Bank Ltd
6577,BTB Real Estate Investment Trust
6578,Colgate-Palmolive Co
6579,Superloop Ltd
6580,Sartorius AG
6581,Greencoat UK Wind PLC
6582,Brazos Valley Longhorn LLC
6583,Keikyu Corp
6584,CBIZ Inc
6585,Industrial and Commercial Bank of China Ltd
6586,Unilever PLC
6587,Vtech Holdings Ltd
6588,Addsino Co Ltd
6589,Children's Place Inc
6590,Brundage-Bone Concrete Pumping Holdings Inc
6591,Basware Oyj
6592,Zhejiang Sanhua Intelligent Controls Co Ltd
6593,Thomson Medical Group Ltd
6594,Iyo Bank Ltd
6595,Jasa Marga (Persero) Tbk PT
6596,CMS Energy Corp
6597,Cohort PLC
6598,Detskiy Mir PAO
6599,NeoPhotonics Corp
6600,Inpex Corp
6601,Regis Resources Ltd
6602,Wyndham Hotels & Resorts Inc
6603,Hillenbrand Inc
6604,Agrometal SAI
6605,Forbo Holding AG
6606,Skechers USA Inc
6607,Sydney Airport Holdings Pty Ltd
6608,Delfi Ltd
6609,Ingevity Corp
6610,Citizens & Northern Corp
6611,BCB Bancorp Inc
6612,PHX Minerals Inc
6613,Barry Callebaut AG
6614,Cabot Corp
6615,Pennon Group PLC
6616,SPH REIT
6617,Bizim Toptan Satis Magazalari AS
6618,Wienerberger AG
6619,Choice Point Inc
6620,Hutchison Whampoa Ltd
6621,Nike Inc
6622,Tokyo Electron Ltd
6623,Alibaba.Com Ltd
6624,Galiano Gold Inc
6625,Trican Well Service Ltd
6626,BW Offshore Ltd
6627,Grange Resources Ltd
6628,Sime Darby Property Bhd
6629,Acea SpA
6630,KPJ Healthcare Bhd
6631,Battalion Oil Corp
6632,Solar A/S
6633,Komax Holding AG
6634,"Shenzhen Goodix Technology Co., Ltd."
6635,CTO Realty Growth Inc
6636,TFK Co Ltd
6637,DuluxGroup Ltd
6638,Asymchem Laboratories Tianjin Co Ltd
6639,Recipharm AB (publ)
6640,Bangkok Expressway and Metro PCL
6641,Tegel Group Holdings Ltd
6642,Aisino Corp
6643,TOA Paint Thailand PCL
6644,Severfield PLC
6645,Lar Espana Real Estate SOCIMI SA
6646,UOL Group Ltd
6647,Shanxi Meijin Energy Co Ltd
6648,Bajaj Auto Ltd
6649,Xencor Inc
6650,Extendicare Inc
6651,Mapfre SA
6652,White Energy Company Ltd
6653,Norske Skogindustrier ASA
6654,Bank of Baroda Ltd
6655,Cresud SACIF y A
6656,Redcape Hotel Group Pty Ltd
6657,China Overseas Land & Investment Ltd
6658,Bangkok Chain Hospital PCL
6659,YPG Financing Inc
6660,Holmen AB
6661,Bellevue Gold Ltd
6662,BR Malls Participacoes SA
6663,Rexford Industrial Realty Inc
6664,Deutsche Wohnen SE
6665,Trigano SA
6666,Cue Biopharma Inc
6667,Daqin Railway Co Ltd
6668,Nabors Industries Ltd
6669,Ypsomed Holding AG
6670,Fleetwood Ltd
6671,Fronteer Gold Inc
6672,Shake Shack Inc
6673,St Galler Kantonalbank AG
6674,Amdocs Ltd
6675,Basil Read Holdings Ltd
6676,SPX Corp
6677,Corticeira Amorim SGPS SA
6678,FamilyMart Co Ltd (Pre-Merger)
6679,Intertrust NV
6680,SMC Corp
6681,Trivago NV
6682,SecureWorks Corp
6683,PNM Resources Inc
6684,InPost SA
6685,Johnson Electric Holdings Ltd
6686,Kirby Corp
6687,Wyeth LLC
6688,Bausch Health Companies Inc
6689,Gooch & Housego PLC
6690,Bluegreen Vacations Corp
6691,Itau Unibanco Holding SA
6692,Alterity Therapeutics Ltd
6693,SeaChange International Inc
6694,Shanghai Pudong Road & Bridge Construction Co Ltd
6695,Allstate Corp
6696,Oasis Petroleum Inc
6697,Pharmacyclics LLC
6698,Uni-President China Holdings Ltd
6699,E I Du Pont De Nemours and Co
6700,EPR Properties
6701,Molopo Energy Ltd
6702,Battle North Gold Corp
6703,Fairfax India Holdings Corp
6704,ENGIE Energia Chile SA
6705,Vardhman Textiles Ltd
6706,Atmos Energy Corp
6707,Norwegian Air Shuttle ASA
6708,Mondelez International Inc
6709,Shennan Circuits Co Ltd
6710,Zodiac Aerospace SA
6711,Linamar Corp
6712,Pendal Group Ltd
6713,RaySearch Laboratories AB (publ)
6714,Zalando SE
6715,Cymabay Therapeutics Inc
6716,Major Drilling Group International Inc
6717,Avic Shenyang Aircraft Co Ltd
6718,Metalurgica Gerdau SA
6719,Knight Therapeutics Inc
6720,Kellogg Co
6721,Arcandor AG in der Insolvenz
6722,Enable Midstream Partners LP
6723,Europcar Mobility Group SA
6724,Tanami Gold NL
6725,Lumentum Holdings Inc
6726,PPC Ltd
6727,Safeguard Scientifics Inc
6728,BioDelivery Sciences International Inc
6729,Vodafone Group PLC
6730,XPO CNW Inc
6731,Alphatec Holdings Inc
6732,Accuray Inc
6733,Ren Redes Energeticas Nacionais SGPS SA
6734,KEPCO Plant Service & Engineering Co Ltd
6735,Circuit City Stores Inc
6736,MTY Food Group Inc
6737,Ladder Capital Corp
6738,Thales SA
6739,Shanghai Jahwa United Co Ltd
6740,Corteva Inc
6741,Sanlorenzo SpA
6742,Metropole Television SA
6743,LendingClub Corp
6744,MyState Ltd
6745,Nevada Copper Corp
6746,PPB Group Bhd
6747,Iliad SA
6748,Interconnection Electric SA ESP
6749,Cibus Nordic Real Estate AB (publ)
6750,bwin.party digital entertainment plc
6751,Greggs PLC
6752,Light SA
6753,Momo Inc
6754,NextEnergy Solar Fund Ltd
6755,Nymex Holdings Inc
6756,RPT Realty
6757,Okumura Corp
6758,AU Optronics Corp
6759,COSCO Shipping Energy Transportation Co Ltd
6760,Cambrex Corp
6761,Iron Bridge Resources Inc (Pre-Merger)
6762,CompX International Inc
6763,Acciona SA
6764,Murray & Roberts Holdings Ltd
6765,Guangdong Investment Ltd
6766,TFS Financial Corp
6767,Kraton Corp
6768,Fountainhead Property Trust Management Ltd
6769,Nanjing Iron & Steel Co Ltd
6770,Aisin Seiki Co Ltd
6771,HusCompagniet A/S
6772,Mikron Holding AG
6773,Sigdo Koppers SA
6774,Enel Rossiya PAO
6775,China Galaxy Securities Co Ltd
6776,Heritage-Crystal Clean Inc
6777,Lindblad Expeditions Holdings Inc
6778,Mercadolibre Inc
6779,De La Rue PLC
6780,Chromadex Corp
6781,OC Oerlikon Corporation AG Pfaeffikon
6782,Affimed NV
6783,Intercement Portugal SA
6784,Kingspan Group PLC
6785,Cytec Industries Inc
6786,Mammoth Energy Services Inc
6787,Verbund AG
6788,Gulfport Energy Corp
6789,Shandong Weigao Group Medical Polymer Co Ltd
6790,Thai Vegetable Oil PCL
6791,Suburban Propane Partners LP
6792,Nexans SA
6793,Wheaton Precious Metals Corp
6794,Exillon Energy PLC
6795,Hellenic Telecommunications Organization SA
6796,Nielsen Holdings PLC
6797,Randstad NV
6798,Suez SA
6799,AFGRI Ltd
6800,Kogan.com Ltd
6801,Solaris Oilfield Infrastructure Inc
6802,Starwood Property Trust Inc
6803,Eventbrite Inc
6804,Intouch Holdings PCL
6805,Soochow Securities Co Ltd
6806,Sixt Leasing SE
6807,Trulieve Cannabis Corp
6808,HOOKIPA Pharma Inc
6809,Companhia Energetica de Minas Gerais CEMIG
6810,Dunkin' Brands Group Inc
6811,HKScan Oyj
6812,Danieli & C Officine Meccaniche SpA
6813,Top Choice Medical Investment Co Inc
6814,FinVolution Group
6815,JPMorgan American Investment Trust PLC
6816,Lehman Brothers Holdings Inc
6817,Mettler-Toledo International Inc
6818,Beijing Kunlun Tech Co Ltd
6819,National Beverage Corp
6820,ICICI Bank Ltd
6821,Mitsubishi Logistics Corp
6822,Proximus NV
6823,Aberdeen Asset Management PLC
6824,Hewitt Associates Inc
6825,Thunder Software Technology Co Ltd
6826,Criteo SA
6827,Liquidity Services Inc
6828,New Zealand Refining Company Ltd
6829,MMX Mineracao e Metalicos SA Em Recuperacao Judicial
6830,Calavo Growers Inc
6831,Geox SpA
6832,Flutter Entertainment PLC
6833,CuDECO Ltd
6834,InnerWorkings Inc
6835,Samsung Fire & Marine Insurance Co Ltd
6836,Briggs & Stratton Corp
6837,Biogen Inc
6838,Ulker Biskuvi Sanayi AS
6839,Axactor SE
6840,Beijing Yanjing Brewery Co Ltd
6841,Cobalt International Energy Inc
6842,Suominen Oyj
6843,Abu Dhabi National Oil Company for Distribution PJSC
6844,William Hill PLC
6845,Hawthorn Bancshares Inc
6846,City Chic Collective Ltd
6847,Equinox Gold Corp
6848,StepStone Group Inc
6849,Bakkavor Group Plc
6850,NV Bekaert SA
6851,ITV PLC
6852,Ocwen Financial Corp
6853,Citizen Watch Co Ltd
6854,Wolfspeed Inc
6855,NK KazMunayGaz AO
6856,Ferrum SA de Ceramica y Metalurgia
6857,Synthomer PLC
6858,Carlsberg A/S
6859,Data#3 Ltd
6860,ImpediMed Ltd
6861,Shiseido Co Ltd
6862,Addnode Group AB (publ)
6863,nLIGHT Inc
6864,Applied Optoelectronics Inc
6865,MDU Resources Group Inc
6866,Tiger Resources Ltd
6867,UDR Inc
6868,CEZ as
6869,Empresas la Polar SA
6870,Old PSG Wind-down Ltd
6871,Karo Pharma AB
6872,Weichai Power Co Ltd
6873,PBF Energy Inc
6874,Golar LNG Ltd
6875,Avon Rubber PLC
6876,Kingfa Sci&Tech Co Ltd
6877,Ciia Minera San Ignacio de Morococha SAA
6878,Imerys SA
6879,Ooma Inc
6880,Maui Land & Pineapple Company Inc
6881,Regenxbio Inc
6882,Kalbe Farma Tbk PT
6883,Bank Polska Kasa Opieki SA
6884,Miura Co Ltd
6885,Studio Retail Group PLC
6886,Toho Co Ltd (Tokyo)
6887,Baladna QPSC
6888,HDFC Bank Ltd
6889,Marfrig Global Foods SA
6890,Centerra Gold Inc
6891,Esso Societe Anonyme Francaise SA
6892,Fairchild Semiconductor International Inc
6893,Leap Wireless International Inc
6894,Lenovo Group Ltd
6895,Bitcoin Generation Inc
6896,FIRST BANK (Hamilton)
6897,Bellring Brands Inc
6898,LATAM Airlines Group SA
6899,Wendy's International LLC
6900,HDC Hyundai Development Co
6901,Reckitt Benckiser Group PLC
6902,Gunns Ltd
6903,CESC Ltd
6904,Porto Seguro SA
6905,BAE Systems PLC
6906,TLG Immobilien AG
6907,Bed Bath & Beyond Inc
6908,Cewe Stiftung & Co KGaA
6909,Western Desert Resources Ltd
6910,Capstead Mortgage Corp
6911,Camden Property Trust
6912,Bayer AG
6913,Bper Banca SpA
6914,Sampo plc
6915,Italmobiliare SpA
6916,Eimskipafelag Islands hf
6917,Evertz Technologies Ltd
6918,Parmalat SpA
6919,Huaneng Renewables Corp Ltd
6920,Agrium Asia Pacific Ltd
6921,Intevac Inc
6922,Canadian Hydro Developers Inc
6923,Kloeckner & Co SE
6924,Apogee Enterprises Inc
6925,Seabridge Gold Inc
6926,James Hardie Industries PLC
6927,Victrex PLC
6928,Incitec Pivot Ltd
6929,Becton Dickinson and Co
6930,Clough Ltd
6931,Brambles Ltd
6932,Ruentex Industries Ltd
6933,Esprit Holdings Ltd
6934,Riverstone Holdings Ltd
6935,Feng Tay Enterprises Co Ltd
6936,Kagara Ltd
6937,Canadian Utilities Ltd
6938,Douglas Emmett Inc
6939,Seacoast Banking Corporation of Florida
6940,LiveOne Inc
6941,Mota Engil SGPS SA
6942,Charoen Pokphand Indonesia Tbk PT
6943,Alten SA
6944,Teijin Ltd
6945,PPHE Hotel Group Ltd
6946,Ascendas Real Estate Investment Trust
6947,Newmont Corporation
6948,Doosan Bobcat Inc
6949,Maxeon Solar Technologies Ltd
6950,TPG RE Finance Trust Inc
